Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
SC,20102011,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9634,06/09/2021
SC,20112012,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9720,06/09/2021
SC,20122013,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9651,06/09/2021
SC,20132014,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9699,06/09/2021
SC,20142015,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9729,06/09/2021
SC,20152016,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9643,06/09/2021
SC,20162017,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9648,06/09/2021
SC,20172018,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9701,06/09/2021
SC,20182019,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9642,06/09/2021
SC,20192020,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9718,06/09/2021
SC,20202021,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9769,08/27/2021
DI,20062007,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9627,11/09/2012
DI,20072008,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9620,11/09/2012
DI,20082009,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9634,11/09/2012
DI,20092010,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9566,11/09/2012
DI,20102011,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9641,11/09/2012
DI,20112012,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9624,11/09/2012
DI,20122013,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9650,07/03/2013
DI,20132014,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9682,07/07/2014
DI,20142015,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9639,08/18/2015
DI,20152016,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9655,12/12/2016
DI,20162017,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9556,03/22/2018
DI,20172018,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9586,08/10/2018
DI,20182019,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9591,08/27/2019
DI,20192020,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9563,09/29/2020
DI,20202021,02,0009,000,NELIGH-OAKDALE SCHOOLS,0.9554,08/27/2021
SC,20072008,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9551,06/09/2021
SC,20082009,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9584,06/09/2021
SC,20092010,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9531,06/09/2021
SC,20102011,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9612,06/09/2021
SC,20112012,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9573,06/09/2021
SC,20122013,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9643,06/09/2021
SC,20132014,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9679,06/09/2021
SC,20142015,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9639,06/09/2021
SC,20152016,02,0009,001,NELIGH-OAKDALE JR/SR HIGH SCH,0.9624,06/09/2021
SC,20162017,02,0009,001,NELIGH-OAKDALE HIGH SCHOOL,0.9502,06/09/2021
SC,20172018,02,0009,001,NELIGH-OAKDALE HIGH SCHOOL,0.9515,06/09/2021
SC,20182019,02,0009,001,NELIGH-OAKDALE HIGH SCHOOL,0.9518,06/09/2021
SC,20192020,02,0009,001,NELIGH-OAKDALE HIGH SCHOOL,0.9453,06/09/2021
SC,20202021,02,0009,001,NELIGH-OAKDALE HIGH SCHOOL,0.9388,08/27/2021
SC,20072008,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9679,06/09/2021
SC,20082009,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9674,06/09/2021
SC,20092010,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9594,06/09/2021
SC,20102011,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9665,06/09/2021
SC,20112012,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9668,06/09/2021
SC,20122013,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9656,06/09/2021
SC,20132014,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9685,06/09/2021
SC,20142015,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9640,06/09/2021
SC,20152016,02,0009,002,ELEM SCHOOL AT NELIGH-OAKDALE,0.9684,06/09/2021
SC,20162017,02,0009,004,WESTWARD ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20172018,02,0009,004,WESTWARD ELEMENTARY SCHOOL,0.9641,06/09/2021
SC,20182019,02,0009,004,WESTWARD ELEMENTARY SCHOOL,0.9639,06/09/2021
SC,20192020,02,0009,004,WESTWARD ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20202021,02,0009,004,WESTWARD ELEMENTARY SCHOOL,0.9661,08/27/2021
SC,20162017,02,0009,005,EASTWARD ELEMENTARY SCHOOL,0.9607,06/09/2021
SC,20172018,02,0009,005,EASTWARD ELEMENTARY SCHOOL,0.9646,06/09/2021
SC,20182019,02,0009,005,EASTWARD ELEMENTARY SCHOOL,0.9664,06/09/2021
SC,20192020,02,0009,005,EASTWARD ELEMENTARY SCHOOL,0.9626,06/09/2021
SC,20202021,02,0009,005,EASTWARD ELEMENTARY SCHOOL,0.9706,08/27/2021
DI,20062007,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9592,11/09/2012
DI,20072008,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9574,11/09/2012
DI,20082009,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9576,11/09/2012
DI,20092010,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9619,11/09/2012
DI,20102011,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9890,11/09/2012
DI,20112012,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9969,11/09/2012
DI,20122013,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9973,07/03/2013
DI,20132014,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9654,07/07/2014
DI,20142015,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9593,08/18/2015
DI,20152016,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9620,12/12/2016
DI,20162017,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9623,03/22/2018
DI,20172018,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9622,08/10/2018
DI,20182019,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9586,08/27/2019
DI,20192020,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9553,09/29/2020
DI,20202021,02,0018,000,ELGIN PUBLIC SCHOOLS,0.9464,08/27/2021
SC,20072008,02,0018,001,ELGIN HIGH SCHOOL,0.9589,06/09/2021
SC,20082009,02,0018,001,ELGIN HIGH SCHOOL,0.9591,06/09/2021
SC,20092010,02,0018,001,ELGIN HIGH SCHOOL,0.9622,06/09/2021
SC,20102011,02,0018,001,ELGIN HIGH SCHOOL,0.9907,06/09/2021
SC,20112012,02,0018,001,ELGIN HIGH SCHOOL,0.9965,06/09/2021
SC,20122013,02,0018,001,ELGIN HIGH SCHOOL,0.9972,06/09/2021
SC,20132014,02,0018,001,ELGIN HIGH SCHOOL,0.9615,06/09/2021
SC,20142015,02,0018,001,ELGIN HIGH SCHOOL,0.9532,06/09/2021
SC,20152016,02,0018,001,ELGIN HIGH SCHOOL,0.9517,06/09/2021
SC,20162017,02,0018,001,ELGIN HIGH SCHOOL,0.9530,06/09/2021
SC,20172018,02,0018,001,ELGIN HIGH SCHOOL,0.9579,06/09/2021
SC,20182019,02,0018,001,ELGIN HIGH SCHOOL,0.9518,06/09/2021
SC,20192020,02,0018,001,ELGIN HIGH SCHOOL,0.9566,06/09/2021
SC,20202021,02,0018,001,ELGIN HIGH SCHOOL,0.9368,08/27/2021
SC,20072008,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9558,06/09/2021
SC,20082009,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9561,06/09/2021
SC,20092010,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9617,06/09/2021
SC,20102011,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9873,06/09/2021
SC,20112012,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9972,06/09/2021
SC,20122013,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9974,06/09/2021
SC,20132014,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9696,06/09/2021
SC,20142015,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9649,06/09/2021
SC,20152016,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9707,06/09/2021
SC,20162017,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9694,06/09/2021
SC,20172018,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9655,06/09/2021
SC,20182019,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9627,06/09/2021
SC,20192020,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9543,06/09/2021
SC,20202021,02,0018,002,ELGIN ELEMENTARY SCHOOL,0.9530,08/27/2021
DI,20202021,02,0115,000,SUMMERLAND PUBLIC SCHOOLS,0.9313,08/27/2021
SC,20202021,02,0115,001,SUMMERLAND HIGH SCHOOL AT CLEARWATER,0.9154,08/27/2021
SC,20202021,02,0115,002,SUMMERLAND ELEM SCH AT CLEARWATER,0.9366,08/27/2021
SC,20202021,02,0115,003,SUMMERLAND HIGH SCHOOL AT ORCHARD,0.9227,08/27/2021
SC,20202021,02,0115,004,SUMMERLAND ELEM SCH AT ORCHARD,0.9359,08/27/2021
SC,20202021,02,0115,005,SUMMERLAND HIGH SCH AT EWING,0.9382,08/27/2021
SC,20202021,02,0115,006,SUMMERLAND ELEM SCH AT EWING,0.9377,08/27/2021
DI,20062007,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9572,11/09/2012
DI,20072008,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9637,11/09/2012
DI,20082009,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9601,11/09/2012
DI,20092010,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9632,11/09/2012
DI,20102011,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9632,11/09/2012
DI,20112012,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9592,11/09/2012
DI,20122013,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9647,07/03/2013
DI,20132014,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9603,07/07/2014
DI,20142015,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9626,08/18/2015
DI,20152016,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9652,12/12/2016
DI,20162017,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9597,03/22/2018
DI,20172018,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9644,08/10/2018
DI,20182019,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9622,08/27/2019
DI,20192020,02,2001,000,NEBRASKA UNIFIED DISTRICT 1,0.9544,09/29/2020
SC,20072008,02,2001,001,CLEARWATER HIGH SCHOOL,0.9658,06/09/2021
SC,20082009,02,2001,001,CLEARWATER HIGH SCHOOL,0.9644,06/09/2021
SC,20092010,02,2001,001,CLEARWATER HIGH SCHOOL,0.9554,06/09/2021
SC,20102011,02,2001,001,CLEARWATER HIGH SCHOOL,0.9604,06/09/2021
SC,20172018,02,2001,001,CLEARWATER HIGH SCHOOL,0.9684,06/09/2021
SC,20182019,02,2001,001,CLEARWATER HIGH SCHOOL,0.9674,06/09/2021
SC,20192020,02,2001,001,CLEARWATER HIGH SCHOOL,0.9652,06/09/2021
SC,20072008,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9746,06/09/2021
SC,20082009,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9684,06/09/2021
SC,20092010,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9626,06/09/2021
SC,20102011,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9665,06/09/2021
SC,20112012,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9633,06/09/2021
SC,20122013,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9589,06/09/2021
SC,20132014,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9705,06/09/2021
SC,20142015,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9743,06/09/2021
SC,20152016,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9738,06/09/2021
SC,20162017,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9689,06/09/2021
SC,20172018,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9684,06/09/2021
SC,20182019,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9718,06/09/2021
SC,20192020,02,2001,002,CLEARWATER ELEMENTARY SCHOOL,0.9572,06/09/2021
SC,20072008,02,2001,003,ORCHARD HIGH SCHOOL,0.9544,06/09/2021
SC,20082009,02,2001,003,ORCHARD HIGH SCHOOL,0.9375,06/09/2021
SC,20092010,02,2001,003,ORCHARD HIGH SCHOOL,0.9776,06/09/2021
SC,20102011,02,2001,003,ORCHARD HIGH SCHOOL,0.9735,06/09/2021
SC,20172018,02,2001,003,ORCHARD HIGH SCHOOL,0.9590,06/09/2021
SC,20182019,02,2001,003,ORCHARD HIGH SCHOOL,0.9572,06/09/2021
SC,20192020,02,2001,003,ORCHARD HIGH SCHOOL,0.9435,06/09/2021
SC,20072008,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9734,06/09/2021
SC,20082009,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9708,06/09/2021
SC,20092010,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9671,06/09/2021
SC,20102011,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9634,06/09/2021
SC,20112012,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9595,06/09/2021
SC,20122013,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9511,06/09/2021
SC,20132014,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9700,06/09/2021
SC,20142015,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9726,06/09/2021
SC,20152016,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9728,06/09/2021
SC,20162017,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20172018,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9683,06/09/2021
SC,20182019,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9700,06/09/2021
SC,20192020,02,2001,004,ORCHARD ELEMENTARY SCHOOL,0.9556,06/09/2021
SC,20072008,02,2001,005,VERDIGRE HIGH SCHOOL,0.9494,06/09/2021
SC,20082009,02,2001,005,VERDIGRE HIGH SCHOOL,0.9478,06/09/2021
SC,20092010,02,2001,005,VERDIGRE HIGH SCHOOL,0.9500,06/09/2021
SC,20102011,02,2001,005,VERDIGRE HIGH SCHOOL,0.9538,06/09/2021
SC,20072008,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9679,06/09/2021
SC,20082009,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9741,06/09/2021
SC,20092010,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9682,06/09/2021
SC,20102011,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9630,06/09/2021
SC,20112012,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9649,06/09/2021
SC,20122013,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9668,06/09/2021
SC,20132014,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9591,06/09/2021
SC,20142015,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9574,06/09/2021
SC,20152016,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20162017,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9473,06/09/2021
SC,20172018,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9604,06/09/2021
SC,20182019,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9608,06/09/2021
SC,20192020,02,2001,006,VERDIGRE ELEMENTARY SCHOOL,0.9618,06/09/2021
SC,20112012,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9633,06/09/2021
SC,20122013,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9716,06/09/2021
SC,20132014,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9679,06/09/2021
SC,20142015,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9722,06/09/2021
SC,20152016,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9724,06/09/2021
SC,20162017,02,2001,007,CLEARWATER/ORCHARD MIDDLE SCHOOL,0.9586,06/09/2021
SC,20112012,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9640,06/09/2021
SC,20122013,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9674,06/09/2021
SC,20132014,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9602,06/09/2021
SC,20142015,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9555,06/09/2021
SC,20152016,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9599,06/09/2021
SC,20162017,02,2001,008,CLEARWATER/ORCHARD HIGH SCHOOL,0.9615,06/09/2021
SC,20112012,02,2001,009,VERDIGRE HIGH SCHOOL,0.9321,06/09/2021
SC,20122013,02,2001,009,VERDIGRE HIGH SCHOOL,0.9574,06/09/2021
SC,20132014,02,2001,009,VERDIGRE HIGH SCHOOL,0.9391,06/09/2021
SC,20142015,02,2001,009,VERDIGRE HIGH SCHOOL,0.9442,06/09/2021
SC,20152016,02,2001,009,VERDIGRE HIGH SCHOOL,0.9510,06/09/2021
SC,20162017,02,2001,009,VERDIGRE HIGH SCHOOL,0.9560,06/09/2021
SC,20172018,02,2001,009,VERDIGRE HIGH SCHOOL,0.9489,06/09/2021
SC,20182019,02,2001,009,VERDIGRE HIGH SCHOOL,0.9413,06/09/2021
SC,20192020,02,2001,009,VERDIGRE HIGH SCHOOL,0.9369,06/09/2021
SC,20112012,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9676,06/09/2021
SC,20122013,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9761,06/09/2021
SC,20132014,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9588,06/09/2021
SC,20142015,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9637,06/09/2021
SC,20152016,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9706,06/09/2021
SC,20162017,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9619,06/09/2021
SC,20172018,02,2001,010,VERDIGRE MIDDLE SCHOOL,0.9545,06/09/2021
SC,20172018,02,2001,011,CLEARWATER MIDDLE SCHOOL,0.9734,06/09/2021
SC,20172018,02,2001,012,ORCHARD MIDDLE SCHOOL,0.9760,06/09/2021
DI,20062007,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9564,11/09/2012
DI,20072008,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9420,11/09/2012
DI,20082009,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9497,11/09/2012
DI,20092010,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9363,11/09/2012
DI,20102011,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9404,11/09/2012
DI,20112012,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9538,11/09/2012
DI,20122013,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9567,07/03/2013
DI,20132014,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9536,07/07/2014
DI,20142015,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9525,08/18/2015
DI,20152016,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9520,12/12/2016
DI,20162017,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9522,03/22/2018
DI,20172018,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9795,08/10/2018
DI,20182019,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9500,08/27/2019
DI,20192020,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9553,09/29/2020
DI,20202021,03,0500,000,ARTHUR COUNTY SCHOOLS,0.9490,08/27/2021
SC,20072008,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9435,06/09/2021
SC,20082009,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9332,06/09/2021
SC,20092010,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9098,06/09/2021
SC,20102011,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9238,06/09/2021
SC,20112012,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9434,06/09/2021
SC,20122013,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9403,06/09/2021
SC,20132014,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9328,06/09/2021
SC,20142015,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9384,06/09/2021
SC,20152016,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9357,06/09/2021
SC,20162017,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9328,06/09/2021
SC,20172018,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9496,06/09/2021
SC,20182019,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9488,06/09/2021
SC,20192020,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9582,06/09/2021
SC,20202021,03,0500,001,ARTHUR COUNTY HIGH SCHOOL,0.9409,08/27/2021
SC,20072008,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9235,06/09/2021
SC,20082009,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9686,06/09/2021
SC,20092010,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9512,06/09/2021
SC,20102011,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9509,06/09/2021
SC,20112012,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9619,06/09/2021
SC,20122013,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9666,06/09/2021
SC,20132014,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9664,06/09/2021
SC,20142015,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9622,06/09/2021
SC,20152016,03,0500,002,ARTHUR ELEM SCH - LOWER,0.9644,06/09/2021
SC,20162017,03,0500,002,ARTHUR COUNTY ELEMENTARY SCHOOL,0.9666,06/09/2021
SC,20172018,03,0500,002,ARTHUR COUNTY ELEMENTARY SCHOOL,-1.0000,06/09/2021
SC,20182019,03,0500,002,ARTHUR COUNTY ELEMENTARY SCHOOL,0.9510,06/09/2021
SC,20192020,03,0500,002,ARTHUR COUNTY ELEMENTARY SCHOOL,0.9533,06/09/2021
SC,20202021,03,0500,002,ARTHUR COUNTY ELEMENTARY SCHOOL,0.9554,08/27/2021
SC,20072008,03,0500,003,ARTHUR ELEM SCH - MIDDLE/UPPER,0.9523,06/09/2021
SC,20082009,03,0500,003,ARTHUR ELEM SCH - MIDDLE/UPPER,0.9590,06/09/2021
SC,20092010,03,0500,003,ARTHUR ELEM SCH - MIDDLE/UPPER,0.9525,06/09/2021
DI,20062007,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20072008,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20082009,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9480,11/09/2012
DI,20092010,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9338,11/09/2012
DI,20102011,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9431,11/09/2012
DI,20112012,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9476,11/09/2012
DI,20122013,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9615,07/03/2013
DI,20132014,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9585,07/07/2014
DI,20142015,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9570,08/18/2015
DI,20152016,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9367,12/12/2016
DI,20162017,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9423,03/22/2018
DI,20172018,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9471,08/10/2018
DI,20182019,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9545,08/27/2019
DI,20192020,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9579,09/29/2020
DI,20202021,04,0001,000,BANNER COUNTY PUBLIC SCHOOLS,0.9502,08/27/2021
SC,20072008,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9566,06/09/2021
SC,20082009,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9380,06/09/2021
SC,20092010,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9326,06/09/2021
SC,20102011,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9341,06/09/2021
SC,20112012,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9360,06/09/2021
SC,20122013,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9552,06/09/2021
SC,20132014,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9494,06/09/2021
SC,20142015,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9499,06/09/2021
SC,20152016,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9236,06/09/2021
SC,20162017,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9322,06/09/2021
SC,20172018,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9361,06/09/2021
SC,20182019,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9587,06/09/2021
SC,20192020,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9619,06/09/2021
SC,20202021,04,0001,001,BANNER COUNTY HIGH SCHOOL,0.9453,08/27/2021
SC,20072008,04,0001,002,BANNER COUNTY ELEMENTARY SCH,0.9582,06/09/2021
SC,20082009,04,0001,002,BANNER COUNTY ELEMENTARY SCH,0.9615,06/09/2021
SC,20092010,04,0001,002,BANNER COUNTY ELEMENTARY SCH,0.9353,06/09/2021
SC,20102011,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9544,06/09/2021
SC,20112012,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9617,06/09/2021
SC,20122013,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9675,06/09/2021
SC,20132014,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9680,06/09/2021
SC,20142015,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9634,06/09/2021
SC,20152016,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9474,06/09/2021
SC,20162017,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9511,06/09/2021
SC,20172018,04,0001,002,BANNER COUNTY ELEMENTARY SCHOOL,0.9550,06/09/2021
